"H3"||"H"||3||130|||160|||30||0|0|0|0|0|0|100|100|100|100|100|100|50|78|90|5|48|55||68.8|||0.1|||3.2|||15.6|||33|||16.9|||16.2||||||||1|15|35||||0|0|0||||1.3|1.4|1.5|||||1.46|||4|9|14|0.11|0.14|0.17|||||19.1|||9.4|||45||0|1.5|2.9|8|20|38|0|4|14|0|0|5|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|0.1|3.8|8.8|0.1|2.8|6.6|1|2.4|4.4|3.6|4.6|5.5|||||||||||||||||||||||||||||||||"22426874"|"66295815"
"H2"||"H"||2||18|||165|||147||0|0|0|0|0|0|100|100|100|98|100|100|83|95|100|44|75|95||31.1|||2.7|||3.2|||6|||10.6|||8.6|||30.9||||||||30|38|50||||0|0.5|1||||1.3|1.4|1.5|||||1.6|||0.01|2|4|0.14|0.16|0.18|||||34.6|||22.9|||45||3|4.5|5.9|34|41|52|12|16|22|2|11|25|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|7.5|10.6|14.8|5.6|8|11.1|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426944"|"66295981"
"H1"||"H"||1||0|||18|||18||0|0|0|0|0|0|97.5|100|100|95|100|100|70|95|100|40|80|90||30.1|||2.5|||3.5|||5|||9.4|||9.7|||54.9||||||||10|15|20||||1|3|6||||1.2|1.3|1.4|||||1.36|||4|9|14|0.11|0.14|0.16|||||27.1|||11.5|||47||0|1.5|2.9|16|20|25|2|4|7|0|0|4|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.8|10.5|18.5|3.6|7.9|13.9|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426944"|"66295980"
"H2"||"H"||2||18|||165|||147||0|0|0|0|0|0|100|100|100|98|100|100|83|95|100|44|75|95||31.1|||2.7|||3.2|||6|||10.6|||8.6|||30.9||||||||30|38|50||||0|0.5|1||||1.3|1.4|1.5|||||1.6|||0.01|2|4|0.14|0.16|0.18|||||34.6|||22.9|||45||3|4.5|5.9|34|41|52|12|16|22|2|11|25|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|7.5|10.6|14.8|5.6|8|11.1|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426925"|"66295935"
"H1"||"H"||1||0|||18|||18||0|0|0|0|0|0|97.5|100|100|95|100|100|70|95|100|40|80|90||30.1|||2.5|||3.5|||5|||9.4|||9.7|||54.9||||||||10|15|20||||1|3|6||||1.2|1.3|1.4|||||1.36|||4|9|14|0.11|0.14|0.16|||||27.1|||11.5|||47||0|1.5|2.9|16|20|25|2|4|7|0|0|4|".43"|".43"|0|0|0|0|0|0|0|0|0|0|0|0|4.8|10.5|18.5|3.6|7.9|13.9|1|2.4|4.4|3.6|4.8|6|||||||||||||||||||||||||||||||||"22426925"|"66295934"
"H2"||"H"||2||61|||142|||81||0|0|0|0|0|0|80|100|100|77.5|100|100|46|85|100|23|45|95||57|||1.3|||8.4|||15.1|||20.7|||11.5|||18||||||||8|25|50||||0|0|0||||1.4|1.5|1.6|||||1.57|||4|9|14|0.1|0.13|0.15|||||24.1|||15.8|||41||0|1.5|2.9|14|30|52|1|10|22|0|1|25|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|2|6.2|12.5|1.5|4.7|9.4|1|2.4|4.4|4.5|5|5.5|||||||||||||||||||||||||||||||||"22426941"|"66295978"
"H3"||"H"||3||142|||165|||23||0|0|0|0|0|0|80|100|100|77.5|100|100|46|65|95|23|35|60||65|||4|||14.2|||18|||19.3|||9.5|||17||||||||12|18|40||||0|0|0||||1.4|1.5|1.6|||||1.71|||1.4|8|14|0.1|0.13|0.16|||||20.8|||11.3|||41||3|4.5|5.9|18|23|43|3|6|17|0|0|3|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|3|4.5|10|2.2|3.4|7.5|1|2.4|4.4|4.5|5|5.5|||||||||||||||||||||||||||||||||"22426941"|"66295979"
"H1"||"H"||1||0|||61|||61||0|0|0|0|0|0|80|100|100|77.5|100|100|40|55|70|15|22.5|30||77.4|||0|||1.9|||12.6|||38.4|||24.5|||16.1||||||||3|6.5|10||||0.25|1.5|3||||1.3|1.5|1.7|||||1.57|||42|92|141|0.05|0.08|0.1||21.5|||16.2|||6.6|||41||0|1.5|2.9|10|13|16|0|0|2|0|0|0|".28"|".28"|0|0|0|0|0|0|0|0|0|0|0|0|1.2|5.1|9.2|0.9|3.8|6.9|1|2.4|4.4|4.5|5|5.5|||||||||||||||||||||||||||||||||"22426941"|"66295977"
"H3"||"H"||3||142|||165|||23||0|0|0|0|0|0|80|100|100|77.5|100|100|46|65|95|23|35|60||65|||4|||14.2|||18|||19.3|||9.5|||17||||||||12|18|40||||0|0|0||||1.4|1.5|1.6|||||1.71|||1.4|8|14|0.1|0.13|0.16|||||20.8|||11.3|||41||3|4.5|5.9|18|23|43|3|6|17|0|0|3|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|3|4.5|10|2.2|3.4|7.5|1|2.4|4.4|4.5|5|5.5|||||||||||||||||||||||||||||||||"22426923"|"66295933"
"H2"||"H"||2||61|||142|||81||0|0|0|0|0|0|80|100|100|77.5|100|100|46|85|100|23|45|95||57|||1.3|||8.4|||15.1|||20.7|||11.5|||18||||||||8|25|50||||0|0|0||||1.4|1.5|1.6|||||1.57|||4|9|14|0.1|0.13|0.15|||||24.1|||15.8|||41||0|1.5|2.9|14|30|52|1|10|22|0|1|25|".24"|".24"|0|0|0|0|0|0|0|0|0|0|0|0|2|6.2|12.5|1.5|4.7|9.4|1|2.4|4.4|4.5|5|5.5|||||||||||||||||||||||||||||||||"22426923"|"66295932"
